Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ27,OUT046,734.4237306507216
FDN57,OUT017,2033.710713001655
FDA03,OUT018,2473.17769783163
FDZ36,OUT045,3049.322423997792
NCU05,OUT013,1492.3766281927556
FDT39,OUT018,2480.466508902269
FDK60,OUT017,1538.8700157356463
FDZ25,OUT017,2749.1169678398546
FDG12,OUT046,2005.656018456134
DRB01,OUT019,497.0012735182787
NCC43,OUT027,5839.864290877649
FDX13,OUT019,570.053704564535
FDM22,OUT049,875.6885301047154
FDJ03,OUT027,1026.4670064042587
FDU14,OUT018,3771.5056962879853
FDB33,OUT010,383.47028152630514
FDP27,OUT046,3049.322423997792
FDO38,OUT010,163.3598179504517
FDE28,OUT027,5839.864290877649
FDO27,OUT035,1533.241534263505
DRL23,OUT027,2871.915244758006
FDS28,OUT046,969.2211961924182
FDX24,OUT013,1546.7146514931433
FDZ02,OUT035,1538.8700157356463
FDL46,OUT045,1930.2065157244879
FDS60,OUT027,4774.716436886618
NCO06,OUT017,657.3836652180742
FDO16,OUT035,1426.005697782729
FDC60,OUT049,1452.0844930795313
FDA48,OUT018,3523.2941841036854
FDZ36,OUT027,5192.1713525745445
FDK27,OUT045,2005.656018456134
FDW23,OUT018,662.291069443752
FDM14,OUT018,1658.4963273954802
FDM14,OUT013,1587.0288534393042
FDW60,OUT018,2882.4257792945455
FDE21,OUT013,1924.9546842099442
NCM42,OUT035,1591.9044689997068
FDY59,OUT010,229.2172572039287
DRI49,OUT049,1366.4459291788871
FDT28,OUT019,362.870384865237
FDQ22,OUT018,663.2673086192907
FDR60,OUT049,1290.3804532744493
FDC50,OUT019,238.46111005804937
FDV24,OUT013,2482.249938419404
DRF48,OUT010,489.1723125692763
FDQ47,OUT046,665.55214663517
DRN36,OUT049,1538.8700157356463
NCY06,OUT035,2013.6780714573456
FDE52,OUT035,1476.6043987008115
NCB54,OUT045,2013.6780714573456
NCF31,OUT035,2484.4292599271303
FDJ08,OUT027,5198.6159506150425
NCC07,OUT017,1587.0288534393042
NCD19,OUT027,1221.7432692787916
FDL46,OUT049,1963.7095530218303
FDM20,OUT045,3930.288268252035
NCI06,OUT010,448.27509138181136
DRM11,OUT035,4069.5271808362468
NCH07,OUT018,2546.269268504923
FDS23,OUT013,2026.4167326461018
FDO49,OUT018,728.9163727912246
FDS35,OUT049,1059.660202882531
DRK39,OUT045,1390.8544236367306
DRI39,OUT049,928.3873213818026
FDV04,OUT017,2546.269268504923
NCN14,OUT035,3049.322423997792
FDH08,OUT013,3805.899835686399
FDS20,OUT046,3049.322423997792
FDV40,OUT049,1117.3642981370003
FDZ48,OUT010,256.2092796808822
FDS24,OUT027,2573.3011707361434
FDK44,OUT049,2865.523463895029
FDS48,OUT045,2475.4111837555524
FDK26,OUT010,490.7675171084871
FDD23,OUT045,3049.322423997792
NCH54,OUT017,2555.3791574217194
NCP14,OUT010,239.4159213546817
FDM60,OUT010,131.60226693359024
FDV24,OUT017,2480.466508902269
FDH08,OUT018,3576.6539263105237
FDS12,OUT027,2997.3120201912416
FDR39,OUT027,4834.997489605848
FDP12,OUT027,970.0704255754006
DRF60,OUT027,5839.864290877649
FDC09,OUT035,1587.0288534393042
FDF50,OUT018,3057.867822996572
FDG28,OUT035,3935.242104444219
NCE19,OUT017,924.4728472754671
NCM53,OUT010,246.92261248006153
NCN18,OUT049,1684.2536882139552
FDF32,OUT035,3137.5249088563014
FDF11,OUT013,3889.1159498963166
DRI59,OUT049,3812.7131552276182
NCG54,OUT035,2752.2302811574896
FDM44,OUT046,1579.847896861057
FDT57,OUT018,3613.226280978004
FDV24,OUT046,2480.466508902269
FDI50,OUT019,571.5138071919096
FDS09,OUT035,748.1604138438894
NCC31,OUT027,4057.581175463725
FDQ07,OUT019,574.8142376488098
FDC22,OUT017,3049.322423997792
FDZ56,OUT046,2749.1169678398546
FDZ40,OUT019,131.60226693359024
FDS46,OUT027,2936.2443093467837
DRD24,OUT045,2053.795842486872
FDV45,OUT017,3049.322423997792
FDL26,OUT045,2499.1158162499605
FDA56,OUT018,2005.656018456134
FDN27,OUT046,1935.7050617822836
FDM20,OUT049,3909.786601852266
FDO16,OUT017,1390.8544236367306
FDL03,OUT035,3051.299684933907
FDE58,OUT046,1930.2065157244879
FDI02,OUT027,2918.0090537285946
NCC55,OUT019,131.60226693359024
FDR03,OUT018,3301.28526826387
FDB14,OUT017,1512.1904783686496
FDR45,OUT013,3890.8598253520163
NCN07,OUT017,2026.4167326461018
FDM51,OUT019,250.21763968064633
FDT52,OUT027,5839.864290877649
FDL26,OUT046,2487.1978187644077
NCZ42,OUT046,3877.7199895390413
DRI47,OUT019,366.0728826650927
FDW40,OUT013,2059.9531740030825
FDN34,OUT046,2749.1169678398546
FDS01,OUT035,2904.0477303271246
NCG55,OUT045,1924.9546842099442
FDC11,OUT035,1452.0844930795313
FDX35,OUT018,3557.6866361400107
NCB06,OUT046,2548.040646369498
FDR09,OUT019,573.7201298958523
FDC53,OUT017,1538.8700157356463
FDY45,OUT013,4023.7792656601787
FDA22,OUT010,386.06985824202457
FDE02,OUT035,1533.241534263505
FDW21,OUT045,1572.2713054284916
FDV34,OUT046,1149.3539233311963
FDS59,OUT049,1591.9044689997068
NCW17,OUT017,2013.6780714573456
NCK54,OUT046,1930.2065157244879
FDG17,OUT019,571.5138071919096
FDG35,OUT017,2867.5007248311445
FDD08,OUT010,131.60226693359024
NCO07,OUT017,3683.6606481792787
FDJ10,OUT010,278.05906115868305
FDW36,OUT017,1587.0288534393042
FDW21,OUT010,239.03207506304042
FDY19,OUT017,1932.9249017120317
DRE03,OUT013,777.7614756051704
NCC55,OUT049,669.1421782400072
FDH52,OUT010,133.79379706941307
FDO09,OUT017,4069.5888560364897
FDU43,OUT045,3902.255371365176
FDX09,OUT010,428.49463325478786
FDH40,OUT019,204.6817580800785
FDW58,OUT017,1587.0288534393042
FDC47,OUT017,3808.836317584653
NCR41,OUT035,1533.241534263505
DRG49,OUT035,3913.151301295175
FDC52,OUT027,4044.3060340595425
FDY13,OUT046,1160.1940605247203
FDY35,OUT013,719.1279093961165
FDI35,OUT017,3044.0799975700943
NCU18,OUT049,2063.039868737296
FDY33,OUT018,2546.269268504923
FDC15,OUT027,4162.620923806827
FDU01,OUT049,3051.299684933907
NCU42,OUT046,2754.2075420936044
NCV29,OUT018,2882.4257792945455
NCY30,OUT017,3051.299684933907
FDQ46,OUT049,1713.5003296552607
FDG58,OUT027,4057.581175463725
FDK33,OUT017,3680.7269170454633
NCD07,OUT045,1922.1968511332348
NCX29,OUT027,4010.596518173996
NCT42,OUT013,2475.4111837555524
DRN59,OUT035,727.6564621842866
FDI44,OUT035,1299.2185202553205
FDA45,OUT049,2882.6512235896994
FDP31,OUT045,1055.8411255856893
FDY01,OUT046,1922.1968511332348
FDT09,OUT018,2028.4720922307984
DRH03,OUT027,2823.179846200161
FDA36,OUT018,3049.0969797026382
NCF31,OUT017,2484.4292599271303
FDG14,OUT049,2480.466508902269
FDG28,OUT027,5839.864290877649
FDU14,OUT049,4021.7578977501666
FDY47,OUT019,285.0357525303558
FDI56,OUT049,1476.6043987008115
DRD01,OUT013,1035.6551137164026
FDM22,OUT046,961.883151618133
FDH33,OUT013,715.9436413278323
DRZ24,OUT013,1947.6770517190087
NCQ38,OUT046,1587.0288534393042
FDO16,OUT027,2367.7881065429524
FDU07,OUT027,4025.300035611514
NCB07,OUT013,3049.322423997792
FDU48,OUT045,2028.4720922307984
NCM43,OUT045,2564.171844000224
FDR31,OUT010,365.75465687172016
DRK49,OUT018,664.8926553414226
NCI30,OUT010,575.6938065771726
DRD60,OUT017,3032.9120525275594
NCG19,OUT046,3837.4477168322246
FDH12,OUT035,1587.0288534393042
FDM32,OUT035,1510.2045893740235
FDM27,OUT035,2502.8974086730123
NCU53,OUT027,4245.610433473016
NCQ18,OUT046,1545.8524719982533
FDS10,OUT013,2951.2902322371992
FDB33,OUT027,4155.399749890689
FDI12,OUT013,1521.2772798171154
NCW42,OUT013,3774.203023227456
NCC06,OUT018,2013.6780714573456
FDW02,OUT017,2010.7643433074356
NCD43,OUT017,1587.0288534393042
FDM57,OUT018,1396.8029873225487
FDA58,OUT017,3873.1830862728316
FDK56,OUT046,3049.322423997792
FDP52,OUT045,3833.891320922494
FDW20,OUT018,2005.656018456134
FDS52,OUT049,1562.661153213807
NCT29,OUT018,1999.7149487742656
NCL54,OUT013,2878.420247648225
FDC05,OUT045,3066.1840827482124
FDF34,OUT035,3051.299684933907
FDP03,OUT027,2997.3120201912416
FDD32,OUT010,194.46618871963187
FDZ10,OUT045,2013.6780714573456
FDZ40,OUT035,918.5382938933246
FDD51,OUT018,665.7547875771284
NCY30,OUT019,425.97701766843534
FDP58,OUT017,3722.728414290889
FDV49,OUT017,4057.1057741799714
FDY24,OUT019,131.60226693359024
NCO55,OUT017,1587.0288534393042
FDR13,OUT017,1930.2065157244879
FDS51,OUT017,1017.0552827043774
FDP26,OUT045,1587.0288534393042
NCB54,OUT027,2997.3120201912416
FDF32,OUT017,3049.322423997792
FDN31,OUT018,3047.1197187665234
DRM48,OUT017,657.3836652180742
FDN20,OUT049,2749.1169678398546
DRL01,OUT046,3814.112985675554
FDV56,OUT049,1587.0288534393042
DRH13,OUT027,2877.50688441813
FDA03,OUT017,2473.17769783163
FDF47,OUT027,5839.864290877649
FDX32,OUT046,2473.17769783163
FDX57,OUT049,1538.8700157356463
NCA30,OUT045,3049.322423997792
FDO49,OUT013,780.1521038980702
FDL04,OUT019,250.60148597228763
DRM48,OUT035,662.3337631033511
FDR16,OUT013,3673.4357212761993
NCC19,OUT018,3047.1197187665234
NCE42,OUT045,3877.5855350005363
FDY24,OUT017,923.1217150520082
FDH19,OUT049,2867.5007248311445
FDJ46,OUT013,2865.523463895029
FDN45,OUT010,574.6005645119402
FDY08,OUT035,2033.710713001655
FDZ37,OUT035,1449.825192670026
NCT30,OUT045,732.8453757655711
DRY23,OUT018,664.8926553414226
NCZ30,OUT018,2005.656018456134
FDC44,OUT018,1909.616588985145
FDB45,OUT035,1587.0288534393042
FDY04,OUT013,2557.223207068895
FDM27,OUT046,2546.269268504923
FDZ43,OUT017,3897.8156081153707
FDT39,OUT019,368.60525453339295
NCC06,OUT019,282.4201363366911
FDL15,OUT027,4050.256642001534
FDL57,OUT017,4045.1560782850556
FDU08,OUT046,1540.8373928249798
FDK40,OUT017,4074.7042807094263
FDQ12,OUT010,571.597317438467
FDS48,OUT017,2480.466508902269
FDP09,OUT045,3685.4001156727063
FDW21,OUT049,1545.8524719982533
FDY25,OUT035,3032.9120525275594
DRE13,OUT017,1432.0405003079895
FDV43,OUT019,131.60226693359024
FDD22,OUT045,1713.5003296552607
FDM46,OUT019,234.70621832278607
NCO30,OUT010,481.4869640185291
FDM25,OUT046,2865.523463895029
NCN41,OUT049,2005.656018456134
FDU24,OUT045,1516.587958289188
FDZ50,OUT046,3049.322423997792
FDP45,OUT013,3999.8322454085537
NCM54,OUT045,2010.7643433074356
FDW10,OUT019,422.49560829396955
FDP20,OUT017,2013.6780714573456
FDK32,OUT046,2480.466508902269
FDN52,OUT049,1458.903614391475
FDM58,OUT045,1684.2536882139552
FDZ46,OUT027,2906.2353309667646
NCA18,OUT018,1930.2065157244879
FDD35,OUT046,2005.656018456134
NCK31,OUT035,732.7347653463892
FDI40,OUT027,2858.6036852573397
FDT50,OUT019,240.6946395855669
NCT06,OUT046,2564.171844000224
FDT31,OUT035,3051.299684933907
FDT45,OUT049,875.6885301047154
FDT13,OUT045,3051.299684933907
FDO50,OUT045,1476.6043987008115
NCU18,OUT010,275.91756294835204
NCR54,OUT049,3049.322423997792
NCO18,OUT018,2882.4257792945455
FDU09,OUT045,924.4728472754671
FDT13,OUT018,3049.0969797026382
FDE09,OUT046,1713.5003296552607
NCK53,OUT019,250.56590859382544
FDG45,OUT049,3676.489134327535
DRH15,OUT035,683.8135292269612
FDO21,OUT019,571.5138071919096
FDD14,OUT027,5192.1713525745445
FDC09,OUT046,1587.0288534393042
FDH45,OUT027,977.1241753136138
FDV32,OUT046,1121.5749928792625
FDG12,OUT035,1970.7009036273041
FDS32,OUT013,2033.710713001655
NCL55,OUT018,3789.2858440372393
DRE01,OUT035,3898.8931167860956
DRE15,OUT049,1300.8031591305587
NCL42,OUT045,3911.6172495277274
FDP31,OUT013,1229.6342337535993
FDN33,OUT018,1516.587958289188
FDZ59,OUT046,2562.1945830641093
FDE45,OUT010,430.04989610830256
FDJ07,OUT013,1947.6770517190087
FDQ45,OUT018,3049.0969797026382
FDM33,OUT027,5839.864290877649
FDO15,OUT010,153.6784106710106
FDM46,OUT013,1546.7146514931433
FDR03,OUT045,3447.579443316093
FDY49,OUT018,2661.157512268897
FDQ60,OUT045,1963.7095530218303
FDW10,OUT049,2865.523463895029
FDO51,OUT049,683.1025164285497
FDJ40,OUT018,1591.9044689997068
FDS20,OUT018,3047.1197187665234
FDU45,OUT013,1778.8020105887203
FDV02,OUT035,2747.13970690374
FDN09,OUT046,3904.119177151465
NCM55,OUT027,5192.1713525745445
FDN23,OUT018,2473.17769783163
FDY31,OUT010,367.06604529255003
FDW03,OUT010,239.6911000346495
FDD14,OUT046,3049.322423997792
FDV23,OUT017,2010.7643433074356
DRI03,OUT045,2867.5007248311445
FDN13,OUT035,1545.8524719982533
FDF45,OUT027,1300.4570646802235
FDU46,OUT035,1452.0844930795313
FDB57,OUT049,3785.362942885142
FDV12,OUT049,1545.8524719982533
FDQ58,OUT013,2480.466508902269
NCA18,OUT017,1922.1968511332348
FDH52,OUT049,1005.4129615551085
FDM24,OUT018,2475.4111837555524
NCP43,OUT027,4859.346910601748
NCO18,OUT019,428.8627549267515
FDM32,OUT017,1484.5661179902684
NCL07,OUT017,660.0516022576962
FDK03,OUT013,4003.7798314936013
FDP59,OUT017,1587.0288534393042
FDQ24,OUT049,4009.7043886009756
FDQ16,OUT018,1591.9044689997068
FDU44,OUT013,2548.040646369498
FDH28,OUT010,131.60226693359024
FDV28,OUT019,131.60226693359024
FDM22,OUT045,915.4058834152617
FDR56,OUT046,3049.322423997792
FDV39,OUT049,3051.299684933907
FDU37,OUT019,178.30872931608155
FDQ11,OUT010,573.2007740969989
FDX02,OUT045,3804.2149205714004
NCS42,OUT018,1512.1904783686496
FDY57,OUT027,2823.179846200161
FDB21,OUT049,3882.498533875686
FDE28,OUT017,3835.966109827179
FDQ55,OUT017,1909.616588985145
FDA48,OUT049,3776.6661023930756
FDZ19,OUT045,2865.523463895029
NCC43,OUT045,4018.4006797541665
NCV18,OUT046,1410.5178941052623
NCA42,OUT018,2546.269268504923
FDY45,OUT046,4049.2431979174753
NCC30,OUT045,2951.2902322371992
FDM57,OUT013,1520.0928338792137
FDL09,OUT010,389.32678476252806
FDB09,OUT027,2997.3120201912416
FDT44,OUT035,1963.7095530218303
NCT06,OUT027,4245.610433473016
FDX26,OUT049,3049.322423997792
FDK32,OUT013,2484.4292599271303
DRA12,OUT046,2065.5293221687857
FDO46,OUT010,486.2950698174108
FDE52,OUT013,1527.9969112396516
NCH42,OUT045,3824.362227736744
FDV08,OUT035,667.6641705404456
FDB47,OUT018,3450.6476010579872
FDC28,OUT010,256.55754859406136
FDD22,OUT046,1912.290131707204
FDS07,OUT027,2918.0090537285946
DRI13,OUT045,3713.8953395709623
FDG32,OUT018,3541.156131851108
FDU14,OUT017,4033.128819142193
FDD28,OUT019,132.14713600599464
NCP41,OUT017,1591.9044689997068
FDS08,OUT049,2865.523463895029
FDX47,OUT045,2529.735131285556
FDC53,OUT019,248.899375510308
FDQ19,OUT035,3920.4958682920947
FDL14,OUT045,2497.383229373689
FDM33,OUT019,572.9135976068509
FDA51,OUT045,1909.616588985145
FDZ27,OUT018,727.5726218544665
FDT04,OUT046,671.7437641376778
DRC13,OUT049,2007.80526405719
FDR16,OUT027,5839.864290877649
FDQ03,OUT027,5839.864290877649
FDE38,OUT035,2697.7577997974204
DRH23,OUT027,1242.4560524934452
FDT11,OUT019,489.47140616284713
FDD09,OUT035,2965.4615432476003
FDR40,OUT045,1389.6550222128164
FDX07,OUT017,3051.299684933907
FDR07,OUT035,1538.8700157356463
FDA51,OUT017,1914.429072338257
FDT59,OUT019,571.0774497092847
FDF20,OUT017,3051.299684933907
FDR13,OUT045,1922.1968511332348
FDY26,OUT049,3683.4001855114657
FDW04,OUT017,2026.4167326461018
FDK52,OUT017,3830.4078029328734
FDN60,OUT049,2526.345207423412
FDM09,OUT019,417.4409972254176
FDP46,OUT049,1460.5709937452943
FDB50,OUT019,177.26377846048894
NCQ29,OUT049,4035.899602916484
FDP16,OUT027,5839.864290877649
FDX33,OUT018,2552.8750069986636
FDP07,OUT010,505.2621162126863
FDN22,OUT046,4021.7565886745765
FDF39,OUT049,4050.350363916581
FDS21,OUT017,992.3539200457727
NCM42,OUT013,1587.0288534393042
FDK50,OUT019,382.06514728963805
DRF13,OUT027,4018.0780719679806
FDH35,OUT018,2562.1945830641093
FDP60,OUT018,1545.8524719982533
DRJ49,OUT027,2997.3120201912416
NCT42,OUT019,363.87959789788596
FDE38,OUT049,2694.911154149948
FDI04,OUT049,3063.250351614397
NCH54,OUT045,2532.5465803378365
FDT56,OUT049,945.7677432685116
DRD15,OUT018,3578.9497874691524
FDV58,OUT013,3049.322423997792
FDP21,OUT049,3051.299684933907
FDH05,OUT013,3801.1884261323403
FDR10,OUT027,4221.103891718411
NCP06,OUT045,2475.4111837555524
FDF33,OUT049,1587.0288534393042
DRK37,OUT013,3051.299684933907
DRH49,OUT045,1392.9877475137482
FDT58,OUT013,2678.7731431155185
FDD41,OUT018,1587.0288534393042
FDP40,OUT018,1671.2882724779918
FDM51,OUT027,2858.6036852573397
FDO45,OUT010,199.682574035608
FDW33,OUT010,239.4159213546817
FDY24,OUT045,918.5382938933246
FDB10,OUT010,572.1383078779708
FDM40,OUT035,2063.039868737296
NCI06,OUT017,3028.1580168756946
FDW12,OUT019,332.8084310647885
FDX48,OUT027,4085.5573208121145
NCW05,OUT027,2871.915244758006
FDX27,OUT017,1533.241534263505
DRM37,OUT045,3066.1840827482124
FDA38,OUT045,3894.656443752427
FDR36,OUT046,670.1184174155459
FDZ45,OUT046,3109.964605926582
FDG05,OUT017,2546.269268504923
FDK28,OUT013,4039.8219879567087
FDV47,OUT045,1436.0570003210742
FDN21,OUT045,2548.040646369498
FDP20,OUT027,2997.3120201912416
FDI35,OUT045,3044.0799975700943
DRY23,OUT013,715.9436413278323
FDA56,OUT017,2005.656018456134
FDB09,OUT013,2005.656018456134
NCO26,OUT027,2933.1523595176304
FDQ49,OUT018,2512.2154517866884
FDI52,OUT027,2991.8282918233854
FDZ44,OUT027,2933.1523595176304
FDZ09,OUT018,2562.1945830641093
FDY03,OUT049,1904.8683839869677
NCG42,OUT017,2026.4167326461018
DRI13,OUT027,5839.864290877649
FDQ32,OUT013,2010.7643433074356
FDW16,OUT035,1476.6043987008115
FDU27,OUT046,734.4237306507216
FDR28,OUT010,386.1460608581479
FDQ49,OUT010,379.84359105314365
FDS37,OUT046,1924.9546842099442
FDW26,OUT018,3523.5942073389915
FDX12,OUT018,3664.9187725168945
NCP06,OUT013,2477.6028705258177
FDW45,OUT010,366.0137479513729
NCN30,OUT049,1533.241534263505
FDN24,OUT049,875.6885301047154
NCL41,OUT027,970.0704255754006
FDR02,OUT019,260.9147224135272
FDD09,OUT010,440.5246488908617
FDS33,OUT010,201.20948397007268
FDU22,OUT045,1997.0623262672175
FDI53,OUT013,2557.223207068895
DRH01,OUT049,2865.523463895029
FDX32,OUT013,2071.2820266171307
NCP30,OUT018,663.2673086192907
FDB60,OUT045,3051.299684933907
FDB14,OUT049,1516.587958289188
NCP02,OUT035,924.9349473071998
FDJ10,OUT017,2033.710713001655
FDG34,OUT046,1674.0580630737
NCB18,OUT017,1458.903614391475
FDM16,OUT049,1093.0052396184167
FDW25,OUT018,1398.936311199566
FDB35,OUT010,221.16162153464032
DRN11,OUT013,2102.5780694571686
FDF41,OUT019,572.0644055508842
FDH16,OUT045,1462.4581765393075
NCQ50,OUT018,3465.680292938332
DRH23,OUT018,935.8877241757341
DRJ37,OUT013,2482.249938419404
DRJ24,OUT027,5192.1713525745445
FDY16,OUT035,3049.322423997792
FDQ27,OUT045,1587.0288534393042
FDZ33,OUT045,2475.4111837555524
FDF29,OUT045,2026.4167326461018
FDA08,OUT049,2557.223207068895
FDG31,OUT046,1121.5749928792625
FDE34,OUT019,466.1026777929029
NCR30,OUT027,1451.480334963474
FDV33,OUT035,4071.1903553798993
DRZ24,OUT018,2005.656018456134
NCL54,OUT035,2865.523463895029
FDR12,OUT049,2867.5007248311445
NCC54,OUT046,3873.0975104552053
DRN59,OUT013,775.0738007359673
FDX50,OUT019,262.12178369014293
FDV31,OUT027,4774.716436886618
NCA29,OUT027,4409.57380144378
FDW60,OUT049,2880.39750858434
FDX08,OUT017,3051.299684933907
DRD49,OUT013,3838.405402577993
FDD33,OUT046,3827.6235089188017
FDW35,OUT013,715.9436413278323
FDJ36,OUT017,1587.0288534393042
FDV51,OUT035,2622.9797924722207
FDW36,OUT046,1587.0288534393042
FDH35,OUT046,2562.1945830641093
NCS30,OUT027,3002.445821959626
FDN49,OUT017,660.9736968229114
FDL08,OUT018,3676.8692921055786
FDI09,OUT013,3878.7308349332156
FDP19,OUT018,2026.4167326461018
FDU21,OUT010,131.60226693359024
NCP41,OUT045,1587.0288534393042
FDY10,OUT013,1803.5736372881813
FDP12,OUT018,658.7010378389148
NCN26,OUT049,1924.9546842099442
FDK44,OUT013,2865.523463895029
FDC28,OUT049,1591.9044689997068
FDJ41,OUT027,5839.864290877649
NCT29,OUT035,2005.656018456134
NCH42,OUT019,572.3203394809111
FDU60,OUT018,2671.5054116869114
FDS02,OUT045,3049.322423997792
FDC51,OUT046,2005.656018456134
FDU03,OUT013,3049.322423997792
FDX39,OUT045,3686.356585870407
NCY05,OUT010,131.60226693359024
NCL06,OUT027,5839.864290877649
FDD32,OUT035,1322.0655061712966
NCN41,OUT045,2005.656018456134
NCX53,OUT049,2063.039868737296
FDU57,OUT019,367.9488617603971
FDQ23,OUT046,1587.0288534393042
FDQ52,OUT045,4012.6638151258153
FDC14,OUT045,668.5400625303952
FDY09,OUT035,2880.39750858434
FDQ28,OUT045,2502.8974086730123
FDV25,OUT046,3790.3593904595127
FDJ07,OUT035,1924.9546842099442
DRB25,OUT049,1587.0288534393042
FDK52,OUT019,572.9135976068509
FDY52,OUT027,1392.4696080648166
FDB28,OUT046,3049.322423997792
FDT36,OUT035,661.4725530379379
FDV25,OUT017,3812.2049114153883
NCN07,OUT027,3002.445821959626
FDC57,OUT017,3049.322423997792
FDQ03,OUT018,3632.937691908255
FDU23,OUT017,2673.4826726230262
NCX41,OUT035,3693.781062850147
NCD06,OUT035,730.3441370534896
FDW08,OUT045,1587.0288534393042
NCU29,OUT017,2473.17769783163
NCE06,OUT013,2552.8750069986636
FDV52,OUT010,267.1462575249301
FDB02,OUT017,2880.39750858434
NCR18,OUT045,671.0275414882329
FDK16,OUT049,1533.241534263505
NCQ29,OUT010,574.0389479199297
FDZ01,OUT019,249.55840048191706
FDW27,OUT035,2526.345207423412
FDD17,OUT018,3621.0670460696947
FDW39,OUT013,2880.39750858434
DRH59,OUT045,1079.608278007925
FDS52,OUT013,1579.847896861057
FDU40,OUT027,5710.366022111861
NCF54,OUT013,2865.523463895029
FDH46,OUT045,1587.0288534393042
NCP14,OUT049,1587.0288534393042
FDH50,OUT049,3049.322423997792
DRF15,OUT010,368.9991418312893
FDV27,OUT027,2573.3011707361434
NCJ06,OUT049,2005.656018456134
FDN02,OUT018,3290.73132905991
FDQ51,OUT049,731.7360557815186
FDQ07,OUT017,3789.8592040848375
FDS45,OUT049,1587.0288534393042
NCJ06,OUT045,2005.656018456134
FDD36,OUT035,1930.2065157244879
FDY25,OUT045,3051.299684933907
FDU52,OUT046,2497.383229373689
DRK47,OUT017,3821.1327606482005
NCL30,OUT017,2013.6780714573456
FDN22,OUT035,4040.53941018341
NCF30,OUT027,2997.3120201912416
FDK03,OUT035,4053.527162961783
FDT45,OUT017,923.1217150520082
NCC54,OUT027,5839.864290877649
FDP08,OUT018,3047.1197187665234
