Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL26,OUT046,3344.671
NCZ42,OUT046,4657.024
DRI47,OUT019,420.25073
FDW40,OUT013,2859.4966
FDN34,OUT046,3575.759
FDS01,OUT035,3348.7668
NCG55,OUT045,1665.6381
FDC11,OUT035,1464.1934
FDX35,OUT018,2526.1064
NCB06,OUT046,2180.5342
FDR09,OUT019,668.9463
FDC53,OUT017,1805.3931
FDY45,OUT013,4651.543
FDA22,OUT010,421.14395
FDE02,OUT035,1761.2507
FDW21,OUT045,1779.0038
FDV34,OUT046,1250.7948
FDS59,OUT049,2136.6863
NCW17,OUT017,3123.833
NCK54,OUT046,1919.4143
FDG17,OUT019,345.8381
FDG35,OUT017,3089.8975
FDD08,OUT010,73.509
NCO07,OUT017,4612.274
FDJ10,OUT010,287.97754
FDW36,OUT017,1626.2323
FDW21,OUT010,224.36469
FDY19,OUT017,2060.7698
DRE03,OUT013,698.39185
NCC55,OUT049,803.0997
FDH52,OUT010,114.21897
FDO09,OUT017,4748.544
FDU43,OUT045,3691.729
FDX09,OUT010,359.97607
FDH40,OUT019,191.83585
FDW58,OUT017,2163.7932
FDC47,OUT017,4711.9536
NCR41,OUT035,1061.4521
DRG49,OUT035,5628.321
FDC52,OUT027,4126.147
FDY13,OUT046,1501.8596
FDY35,OUT013,689.74475
FDI35,OUT017,3954.3872
NCU18,OUT049,2125.8113
FDY33,OUT018,2338.5674
FDC15,OUT027,2973.662
FDU01,OUT049,3525.2622
NCU42,OUT046,4387.3623
NCV29,OUT018,2377.687
NCY30,OUT017,2169.2756
FDQ46,OUT049,1744.9962
FDG58,OUT027,3913.8657
FDK33,OUT017,4757.0005
NCD07,OUT045,1889.0404
NCX29,OUT027,2840.7302
NCT42,OUT013,1848.6804
DRN59,OUT035,696.80304
FDI44,OUT035,1201.1654
FDA45,OUT049,2445.4426
FDP31,OUT045,717.65906
FDY01,OUT046,1521.2434
FDT09,OUT018,2261.9583
DRH03,OUT027,2427.8267
FDA36,OUT018,1774.8138
NCF31,OUT017,2292.1873
FDG14,OUT049,3757.2808
FDG28,OUT027,7066.022
FDU14,OUT049,3974.8855
FDY47,OUT019,296.8878
FDI56,OUT049,1883.356
DRD01,OUT013,330.8467
FDM22,OUT046,980.39056
FDH33,OUT013,715.2484
DRZ24,OUT013,1847.7966
NCQ38,OUT046,1521.8866
FDO16,OUT027,1717.6168
FDU07,OUT027,4027.7173
NCB07,OUT013,2889.7832
FDU48,OUT045,1148.146
NCM43,OUT045,2176.7664
FDR31,OUT010,265.64465
DRK49,OUT018,529.2124
NCI30,OUT010,508.40067
DRD60,OUT017,3256.704
NCG19,OUT046,3854.586
FDH12,OUT035,1502.3756
FDM32,OUT035,904.5643
FDM27,OUT035,2830.971
NCU53,OUT027,4221.069
NCQ18,OUT046,1841.0385
FDS10,OUT013,2569.2368
FDB33,OUT027,4032.5254
FDI12,OUT013,1337.2723
NCW42,OUT013,3884.8784
NCC06,OUT018,2117.6345
FDW02,OUT017,2512.89
NCD43,OUT017,1353.6238
FDM57,OUT018,859.45715
FDA58,OUT017,4030.7798
FDK56,OUT046,3585.8015
FDP52,OUT045,3968.4346
FDW20,OUT018,1629.4158
FDS52,OUT049,1583.2568
NCT29,OUT018,1938.3997
NCL54,OUT013,2880.3225
FDC05,OUT045,2843.6938
FDF34,OUT035,4045.2678
FDP03,OUT027,3474.0479
FDD32,OUT010,160.15167
FDZ10,OUT045,904.62506
FDZ40,OUT035,855.7761
FDD51,OUT018,548.1446
NCY30,OUT019,507.52646
FDP58,OUT017,3037.4014
FDV49,OUT017,4004.4612
FDY24,OUT019,159.72084
NCO55,OUT017,2076.5227
FDR13,OUT017,1538.6587
FDS51,OUT017,839.94214
FDP26,OUT045,1613.918
NCB54,OUT027,4454.588
FDF32,OUT017,3415.3987
FDN31,OUT018,3036.316
DRM48,OUT017,698.8114
FDN20,OUT049,2665.0103
DRL01,OUT046,3953.4956
FDV56,OUT049,1665.6152
DRH13,OUT027,2311.08
FDA03,OUT017,3333.365
FDF47,OUT027,8778.853
FDX32,OUT046,2372.924
FDX57,OUT049,1641.8134
NCA30,OUT045,2786.4272
FDO49,OUT013,693.53015
FDL04,OUT019,199.20712
DRM48,OUT035,883.1792
FDR16,OUT013,5405.691
NCC19,OUT018,3200.2598
NCE42,OUT045,2574.245
FDY24,OUT017,1526.3851
FDH19,OUT049,1681.3907
FDJ46,OUT013,1974.0166
FDN45,OUT010,630.9722
FDY08,OUT035,1865.1438
FDZ37,OUT035,1506.3811
NCT30,OUT045,812.89075
DRY23,OUT018,403.652
NCZ30,OUT018,1075.8171
FDC44,OUT018,1640.6223
FDB45,OUT035,1975.7717
FDY04,OUT013,1560.2736
FDM27,OUT046,2337.327
FDZ43,OUT017,4204.7285
FDT39,OUT019,411.90732
NCC06,OUT019,264.24542
FDL15,OUT027,4338.759
FDL57,OUT017,7139.6904
FDU08,OUT046,1365.0371
FDK40,OUT017,4000.0503
FDQ12,OUT010,578.1536
FDS48,OUT017,3445.9443
FDP09,OUT045,4487.2217
FDW21,OUT049,1600.601
FDY25,OUT035,3733.7412
DRE13,OUT017,1183.4943
FDV43,OUT019,35.209282
FDD22,OUT045,1820.4368
FDM46,OUT019,216.06494
NCO30,OUT010,608.38763
FDM25,OUT046,2998.1106
NCN41,OUT049,1528.119
FDU24,OUT045,2049.5496
FDZ50,OUT046,2471.1423
FDP45,OUT013,3062.867
NCM54,OUT045,1644.2245
FDW10,OUT019,507.8186
FDP20,OUT017,1609.8737
FDK32,OUT046,2596.486
FDN52,OUT049,971.47473
FDM58,OUT045,2029.1141
FDZ46,OUT027,2022.4292
NCA18,OUT018,1918.2795
FDD35,OUT046,1435.0186
NCK31,OUT035,424.1145
FDI40,OUT027,2561.6455
FDT50,OUT019,273.9327
NCT06,OUT046,2838.5107
FDT31,OUT035,2828.9043
FDT45,OUT049,926.568
FDT13,OUT045,3405.161
FDO50,OUT045,2094.0251
NCU18,OUT010,474.23914
NCR54,OUT049,2939.9363
NCO18,OUT018,2227.861
FDU09,OUT045,789.70844
FDT13,OUT018,3510.1487
FDE09,OUT046,1038.5477
NCK53,OUT019,384.50018
FDG45,OUT049,4729.1035
DRH15,OUT035,867.1214
FDO21,OUT019,735.8101
FDD14,OUT027,4311.797
FDC09,OUT046,1498.9305
FDH45,OUT027,958.5019
FDV32,OUT046,1290.7098
FDG12,OUT035,2322.2258
FDS32,OUT013,1269.8596
NCL55,OUT018,3778.6743
DRE01,OUT035,4753.011
DRE15,OUT049,1522.2059
NCL42,OUT045,5294.054
FDP31,OUT013,1213.4719
FDN33,OUT018,760.6275
FDZ59,OUT046,3187.8325
FDE45,OUT010,468.59503
FDJ07,OUT013,1746.5364
FDQ45,OUT018,2499.1243
FDM33,OUT027,4168.644
FDO15,OUT010,276.9866
FDM46,OUT013,1733.6848
FDR03,OUT045,3079.3232
FDY49,OUT018,1454.7656
FDQ60,OUT045,1979.8705
FDW10,OUT049,2604.8445
FDO51,OUT049,678.79553
FDJ40,OUT018,1289.17
FDS20,OUT018,2282.4346
FDU45,OUT013,2424.9153
FDV02,OUT035,2740.343
FDN09,OUT046,3941.5479
NCM55,OUT027,4629.4395
FDN23,OUT018,2125.116
FDY31,OUT010,275.7141
FDW03,OUT010,216.34637
FDD14,OUT046,3224.6643
FDV23,OUT017,1685.5287
DRI03,OUT045,3582.3257
FDN13,OUT035,1108.2919
FDF45,OUT027,1499.5563
FDU46,OUT035,1538.2915
FDB57,OUT049,2823.2966
FDV12,OUT049,1878.296
FDQ58,OUT013,2884.895
NCA18,OUT017,1484.276
FDH52,OUT049,932.85474
FDM24,OUT018,2329.7986
NCP43,OUT027,3226.2522
NCO18,OUT019,572.10315
FDM32,OUT017,1190.948
NCL07,OUT017,722.78613
FDK03,OUT013,5851.7983
FDP59,OUT017,1823.9362
FDQ24,OUT049,4768.4194
FDQ16,OUT018,1450.7227
FDU44,OUT013,1947.1573
FDH28,OUT010,76.124504
FDV28,OUT019,113.12342
FDM22,OUT045,1011.26385
FDR56,OUT046,2577.6157
FDV39,OUT049,3628.3618
FDU37,OUT019,161.5196
FDQ11,OUT010,972.1524
FDX02,OUT045,4600.6055
NCS42,OUT018,1543.4796
FDY57,OUT027,2751.6045
FDB21,OUT049,4537.764
FDE28,OUT017,3499.1028
FDQ55,OUT017,2699.4595
FDA48,OUT049,3649.7734
FDZ19,OUT045,2795.9512
NCC43,OUT045,2975.0642
NCV18,OUT046,2494.9907
NCA42,OUT018,3235.8347
FDY45,OUT046,4159.693
NCC30,OUT045,2749.263
FDM57,OUT013,1314.1111
FDL09,OUT010,505.74066
FDB09,OUT027,3587.9458
FDT44,OUT035,1774.7434
NCT06,OUT027,4676.759
FDX26,OUT049,4249.798
FDK32,OUT013,2981.2136
DRA12,OUT046,2709.5154
FDO46,OUT010,367.82294
FDE52,OUT013,1778.3108
NCH42,OUT045,4466.314
FDV08,OUT035,893.9536
FDB47,OUT018,4237.6646
FDC28,OUT010,370.2862
FDD22,OUT046,1674.9911
FDS07,OUT027,4095.5032
DRI13,OUT045,4651.402
FDG32,OUT018,3131.8208
FDU14,OUT017,4138.6714
FDD28,OUT019,144.96927
NCP41,OUT017,1532.5613
FDS08,OUT049,2120.5957
FDX47,OUT045,2158.195
FDC53,OUT019,203.09224
FDQ19,OUT035,4450.5386
FDL14,OUT045,2420.416
FDM33,OUT019,560.51495
FDA51,OUT045,2090.307
FDZ27,OUT018,314.18768
FDT04,OUT046,487.06418
DRC13,OUT049,2620.663
FDR16,OUT027,4736.561
FDQ03,OUT027,7008.6533
FDE38,OUT035,2958.25
DRH23,OUT027,2193.9053
FDT11,OUT019,731.5257
FDD09,OUT035,2277.2766
FDR40,OUT045,1105.6265
FDX07,OUT017,2553.6445
FDR07,OUT035,1917.6992
FDA51,OUT017,1679.9806
FDT59,OUT019,592.4044
FDF20,OUT017,2746.7346
FDR13,OUT045,2425.6147
FDY26,OUT049,6426.1484
FDW04,OUT017,2251.9746
FDK52,OUT017,4477.2373
FDN60,OUT049,3800.2017
FDM09,OUT019,570.77
FDP46,OUT049,1494.8148
FDB50,OUT019,120.11955
NCQ29,OUT049,4135.355
FDP16,OUT027,6522.824
FDX33,OUT018,2024.0203
FDP07,OUT010,791.97394
FDN22,OUT046,3713.515
FDF39,OUT049,4604.665
FDS21,OUT017,865.61786
NCM42,OUT013,1799.8235
FDK50,OUT019,330.9054
DRF13,OUT027,4205.836
FDH35,OUT018,1459.5193
FDP60,OUT018,1578.3328
DRJ49,OUT027,3771.1514
NCT42,OUT019,470.64688
FDE38,OUT049,2729.6257
FDI04,OUT049,5201.2974
NCH54,OUT045,2561.861
FDT56,OUT049,923.11395
DRD15,OUT018,2550.1772
FDV58,OUT013,1739.5745
FDP21,OUT049,4346.337
FDH05,OUT013,4162.4263
FDR10,OUT027,4273.4976
NCP06,OUT045,1807.7588
FDF33,OUT049,2007.3363
DRK37,OUT013,3818.8787
DRH49,OUT045,945.57526
FDT58,OUT013,2407.2673
FDD41,OUT018,1559.3999
FDP40,OUT018,1782.1874
FDM51,OUT027,2919.9077
FDO45,OUT010,129.27034
FDW33,OUT010,258.85532
FDY24,OUT045,1050.7705
FDB10,OUT010,412.85696
FDM40,OUT035,2360.4053
NCI06,OUT017,3759.6494
FDW12,OUT019,365.80322
FDX48,OUT027,4197.9697
NCW05,OUT027,2272.6257
FDX27,OUT017,1279.6118
DRM37,OUT045,3672.2383
FDA38,OUT045,3903.3308
FDR36,OUT046,716.85583
FDZ45,OUT046,4140.5435
FDG05,OUT017,2095.223
FDK28,OUT013,5378.107
FDV47,OUT045,1544.8412
FDN21,OUT045,2401.4355
FDP20,OUT027,2710.4248
FDI35,OUT045,3238.0251
DRY23,OUT013,665.9055
FDA56,OUT017,2754.1409
FDB09,OUT013,1048.749
NCO26,OUT027,2624.2126
FDQ49,OUT018,1899.9395
FDI52,OUT027,2445.8174
FDZ44,OUT027,2339.518
FDZ09,OUT018,2234.19
FDY03,OUT049,1625.069
NCG42,OUT017,1962.9716
DRI13,OUT027,7152.1157
FDQ32,OUT013,2231.744
FDW16,OUT035,1745.1365
FDU27,OUT046,986.4979
FDR28,OUT010,496.2494
FDQ49,OUT010,250.83302
FDS37,OUT046,1978.3341
FDW26,OUT018,2561.441
FDX12,OUT018,3087.1543
NCP06,OUT013,2596.8914
FDW45,OUT010,132.20842
NCN30,OUT049,1581.578
FDN24,OUT049,976.36456
NCL41,OUT027,969.52924
FDR02,OUT019,323.62347
FDD09,OUT010,296.70062
FDS33,OUT010,257.57007
FDU22,OUT045,1491.4012
FDI53,OUT013,2452.1384
DRH01,OUT049,2333.0208
FDX32,OUT013,2014.4065
NCP30,OUT018,354.97012
FDB60,OUT045,2227.6216
FDB14,OUT049,988.4109
NCP02,OUT035,722.2771
FDJ10,OUT017,2052.55
FDG34,OUT046,1597.9309
NCB18,OUT017,1100.1566
FDM16,OUT049,1405.1752
FDW25,OUT018,1279.974
FDB35,OUT010,173.02484
DRN11,OUT013,2191.5808
FDF41,OUT019,625.821
FDH16,OUT045,1413.6571
NCQ50,OUT018,3106.8513
DRH23,OUT018,723.075
DRJ37,OUT013,2449.4958
DRJ24,OUT027,6117.309
FDY16,OUT035,3658.7197
FDQ27,OUT045,2278.7898
FDZ33,OUT045,1898.6407
FDF29,OUT045,2055.4133
FDA08,OUT049,2476.8533
FDG31,OUT046,810.1782
FDE34,OUT019,367.13403
NCR30,OUT027,2080.7551
FDV33,OUT035,3608.1646
DRZ24,OUT018,1161.7411
NCL54,OUT035,2922.5042
FDR12,OUT049,1860.8877
NCC54,OUT046,3201.2974
DRN59,OUT013,867.0248
FDX50,OUT019,205.93643
FDV31,OUT027,5458.094
NCA29,OUT027,5301.2046
FDW60,OUT049,2727.383
FDX08,OUT017,3762.3464
DRD49,OUT013,3930.2478
FDD33,OUT046,3379.8315
FDW35,OUT013,1016.9618
FDJ36,OUT017,1910.6653
FDV51,OUT035,4070.8098
FDW36,OUT046,1917.4032
FDH35,OUT046,2136.4172
NCS30,OUT027,2688.3015
FDN49,OUT017,385.35135
FDL08,OUT018,2542.4414
FDI09,OUT013,3225.6707
FDP19,OUT018,2056.9253
FDU21,OUT010,68.80497
NCP41,OUT045,1281.9359
FDY10,OUT013,1503.9647
FDP12,OUT018,305.60223
NCN26,OUT049,2167.6597
FDK44,OUT013,3005.4937
FDC28,OUT049,1611.2825
FDJ41,OUT027,6205.8755
NCT29,OUT035,1264.9154
NCH42,OUT019,259.26743
FDU60,OUT018,3634.041
FDS02,OUT045,3388.7676
FDC51,OUT046,2870.461
FDU03,OUT013,2634.173
FDX39,OUT045,4159.685
NCY05,OUT010,118.27636
NCL06,OUT027,5971.4097
FDD32,OUT035,1366.1516
NCN41,OUT045,1619.7339
NCX53,OUT049,2773.6594
FDU57,OUT019,347.57077
FDQ23,OUT046,2269.8179
FDQ52,OUT045,5271.08
FDC14,OUT045,640.84375
FDY09,OUT035,3767.4155
FDQ28,OUT045,1750.9711
FDV25,OUT046,6276.3613
FDJ07,OUT035,2389.0105
DRB25,OUT049,1812.4324
FDK52,OUT019,762.7152
FDY52,OUT027,1363.573
FDB28,OUT046,2314.8083
FDT36,OUT035,701.5382
FDV25,OUT017,4368.247
NCN07,OUT027,3398.3047
FDC57,OUT017,2653.1458
FDQ03,OUT018,2264.6506
FDU23,OUT017,3220.966
NCX41,OUT035,2964.209
NCD06,OUT035,784.8529
FDW08,OUT045,2147.498
NCU29,OUT017,2917.6433
NCE06,OUT013,2200.3813
FDV52,OUT010,214.46902
FDB02,OUT017,2505.3342
NCR18,OUT045,511.45328
FDK16,OUT049,1814.8145
NCQ29,OUT010,800.5304
FDZ01,OUT019,115.89829
FDW27,OUT035,2436.749
FDD17,OUT018,3873.6123
FDW39,OUT013,1783.7811
DRH59,OUT045,945.34534
FDS52,OUT013,1123.1107
FDU40,OUT027,8387.423
NCF54,OUT013,1503.4838
FDH46,OUT045,1201.0969
NCP14,OUT049,1953.5137
FDH50,OUT049,3284.0088
DRF15,OUT010,292.85648
FDV27,OUT027,2256.4734
NCJ06,OUT049,1795.3429
FDN02,OUT018,5195.196
FDQ51,OUT049,932.28033
FDQ07,OUT017,4031.6511
FDS45,OUT049,1692.5631
NCJ06,OUT045,1900.4863
FDD36,OUT035,2317.1077
FDY25,OUT045,2529.737
FDU52,OUT046,2200.85
DRK47,OUT017,2514.84
NCL30,OUT017,1856.5431
FDN22,OUT035,3346.6702
NCF30,OUT027,3522.2634
FDK03,OUT035,4380.269
FDT45,OUT017,936.0204
NCC54,OUT027,4904.4946
FDP08,OUT018,2723.586
FDU44,OUT046,3699.3613
DRG39,OUT035,806.4085
FDU32,OUT049,2445.3354
FDY27,OUT049,2802.5522
NCP54,OUT013,2431.2495
NCZ41,OUT049,1790.3927
DRL49,OUT013,1518.9075
FDI05,OUT018,1501.9056
FDY56,OUT045,5543.76
DRC13,OUT013,1962.5387
NCV29,OUT017,3570.1274
FDR24,OUT049,1265.706
FDZ34,OUT018,4024.5498
FDP37,OUT035,2251.3948
FDX08,OUT027,6127.367
FDS57,OUT045,1704.929
NCG18,OUT049,1691.9995
FDK25,OUT018,3497.321
FDH53,OUT049,1466.563
DRI59,OUT018,2567.0532
FDA52,OUT046,2290.3982
FDT20,OUT010,53.62497
FDE36,OUT019,701.5174
FDI24,OUT017,2722.3352
FDB28,OUT018,3097.8186
FDV11,OUT017,2300.0042
FDP01,OUT046,2286.7134
FDD34,OUT027,4045.121
FDJ50,OUT027,1340.2681
FDZ44,OUT013,2104.832
DRO59,OUT035,1496.656
DRB48,OUT045,606.39813
FDR21,OUT018,2201.5986
NCE42,OUT010,658.0527
FDO23,OUT046,1703.6843
NCE30,OUT018,3130.0823
FDQ22,OUT035,619.4059
FDY01,OUT045,1635.0304
FDS08,OUT017,1777.7775
FDG28,OUT018,1715.1283
FDQ51,OUT018,554.6
FDB05,OUT017,4033.0623
FDO56,OUT049,2352.1663
FDE02,OUT018,905.95056
FDN45,OUT017,3335.3357
FDS09,OUT013,630.8216
NCA54,OUT018,2451.9714
FDP09,OUT010,440.50607
FDC53,OUT045,680.5287
NCM55,OUT017,3084.4487
FDL09,OUT018,2468.6155
FDA11,OUT019,288.4348
FDA50,OUT045,1491.8778
FDC23,OUT017,3652.1238
FDE22,OUT049,1524.187
FDD23,OUT046,4686.351
NCA29,OUT049,3085.5352
FDK38,OUT046,1921.7916
DRC13,OUT046,2438.3147
NCP43,OUT049,2492.0413
FDX28,OUT049,1498.7739
FDF08,OUT049,1273.1523
FDZ33,OUT046,2168.5352
FDD10,OUT049,2587.1313
FDO58,OUT017,2342.7708
FDI50,OUT017,3819.2202
FDO58,OUT045,2341.793
FDX08,OUT013,4478.604
NCK17,OUT010,77.10794
FDF39,OUT035,5509.8667
FDU45,OUT010,459.58316
NCJ18,OUT018,1463.9039
DRC27,OUT019,840.52106
DRC25,OUT035,1586.7566
FDU59,OUT035,1777.2057
FDU28,OUT035,3561.2368
NCP30,OUT046,757.5853
FDB39,OUT018,997.2097
FDE41,OUT013,1297.7153
DRH11,OUT010,217.29427
FDA58,OUT045,3223.1182
FDU50,OUT046,983.81415
FDM34,OUT013,1839.0342
FDM44,OUT027,3043.601
FDR39,OUT045,2455.5886
FDM25,OUT045,2615.7974
FDQ49,OUT049,2113.3452
DRH25,OUT018,814.7485
FDM09,OUT027,3342.9734
FDL44,OUT019,520.95355
NCR42,OUT018,267.28323
DRL59,OUT046,790.0922
FDX43,OUT013,2505.3826
DRK47,OUT010,601.5653
FDU48,OUT018,1440.7334
FDY12,OUT045,904.1301
NCN43,OUT018,1847.1785
NCM55,OUT018,1795.9053
FDQ21,OUT027,2424.1333
FDX13,OUT035,3637.3237
NCK30,OUT027,5400.7236
FDG20,OUT049,1847.4885
DRG27,OUT017,701.94464
FDY14,OUT018,3387.7358
FDP59,OUT035,2113.6826
FDU60,OUT017,3852.1162
NCC18,OUT019,540.8636
DRJ39,OUT017,5701.279
FDS07,OUT049,2157.5303
FDM08,OUT027,5898.313
FDP51,OUT045,2240.8838
FDU16,OUT035,1455.3306
FDH12,OUT013,2096.067
DRE48,OUT010,524.06195
NCL42,OUT027,5969.156
FDR21,OUT045,1880.6888
NCW29,OUT035,1233.6853
FDO11,OUT013,6288.4473
NCM31,OUT049,1914.169
FDV35,OUT019,350.1709
FDF58,OUT017,1146.5148
NCE43,OUT049,3363.1787
FDA02,OUT035,2294.9397
DRL37,OUT010,77.813286
FDR24,OUT018,1537.453
FDW59,OUT049,1479.8586
FDS22,OUT049,788.21313
FDW24,OUT017,843.95416
FDU24,OUT035,1642.0342
FDA21,OUT027,4608.62
FDH58,OUT027,3539.2173
FDW36,OUT018,1746.8938
FDI45,OUT027,6260.454
FDU01,OUT018,3329.5823
FDF35,OUT027,2031.0844
FDU43,OUT019,447.0064
FDE24,OUT019,376.14352
